logger: Circle 48 started on Raspberry Pi 400 4GB (AArch64)
logger: Revision code is c03130, compiler has been GCC 11.3.1
interruptgic: write32 [ff841100] = 40000000
interruptgic: read32 [ff84200c] = 1e
00:00:02.30 xhcimmiospace: write32 [24] = 18
00:00:02.30 xhcimmiospace: read32 [220] = 3
00:00:02.30 xhcimmiospace: write32 [220] = 3
00:00:02.30 xhcimmiospace: read32 [420] = 400202e1
00:00:02.30 xhciroot: Port 1 status is 0x400202E1
00:00:02.30 xhcimmiospace: write32 [420] = 400202e1
00:00:02.30 xhcimmiospace: write32 [238] = 600898
00:00:02.30 xhcimmiospace: write32 [23c] = 4
00:00:02.30 interruptgic: write32 [ff842010] = af
00:00:02.30 interruptgic: read32 [ff84200c] = 1e
00:00:02.31 interruptgic: write32 [ff842010] = 1e
00:00:02.31 interruptgic: read32 [ff84200c] = 1e
00:00:02.32 interruptgic: write32 [ff842010] = 1e
00:00:02.32 interruptgic: read32 [ff84200c] = 1e
00:00:02.33 interruptgic: write32 [ff842010] = 1e
00:00:02.33 interruptgic: read32 [ff84200c] = 1e
00:00:02.34 interruptgic: write32 [ff842010] = 1e
00:00:02.34 interruptgic: read32 [ff84200c] = 1e
00:00:02.35 interruptgic: write32 [ff842010] = 1e
00:00:02.35 interruptgic: read32 [ff84200c] = 1e
00:00:02.36 interruptgic: write32 [ff842010] = 1e
00:00:02.36 interruptgic: read32 [ff84200c] = 1e
00:00:02.37 interruptgic: write32 [ff842010] = 1e
00:00:02.37 interruptgic: read32 [ff84200c] = 1e
00:00:02.38 interruptgic: write32 [ff842010] = 1e
00:00:02.38 interruptgic: read32 [ff84200c] = 1e
00:00:02.39 interruptgic: write32 [ff842010] = 1e
00:00:02.39 interruptgic: read32 [ff84200c] = 1e
00:00:02.40 interruptgic: write32 [ff842010] = 1e
00:00:02.40 interruptgic: read32 [ff84200c] = 1e
00:00:02.41 interruptgic: write32 [ff842010] = 1e
00:00:02.41 interruptgic: read32 [ff84200c] = 1e
00:00:02.42 interruptgic: write32 [ff842010] = 1e
00:00:02.42 interruptgic: read32 [ff84200c] = 1e
00:00:02.43 interruptgic: write32 [ff842010] = 1e
00:00:02.43 interruptgic: read32 [ff84200c] = 1e
00:00:02.44 interruptgic: write32 [ff842010] = 1e
00:00:02.44 interruptgic: read32 [ff84200c] = 1e
00:00:02.45 interruptgic: write32 [ff842010] = 1e
00:00:02.45 interruptgic: read32 [ff84200c] = 1e
00:00:02.46 interruptgic: write32 [ff842010] = 1e
00:00:02.46 interruptgic: read32 [ff84200c] = 1e
00:00:02.47 interruptgic: write32 [ff842010] = 1e
00:00:02.47 interruptgic: read32 [ff84200c] = 1e
00:00:02.48 interruptgic: write32 [ff842010] = 1e
00:00:02.48 interruptgic: read32 [ff84200c] = 1e
00:00:02.49 interruptgic: write32 [ff842010] = 1e
00:00:02.49 interruptgic: read32 [ff84200c] = 1e
00:00:02.50 interruptgic: write32 [ff842010] = 1e
00:00:02.50 interruptgic: read32 [ff84200c] = 1e
00:00:02.51 interruptgic: write32 [ff842010] = 1e
00:00:02.51 interruptgic: read32 [ff84200c] = 1e
00:00:02.52 interruptgic: write32 [ff842010] = 1e
00:00:02.52 interruptgic: read32 [ff84200c] = 1e
00:00:02.53 interruptgic: write32 [ff842010] = 1e
00:00:02.53 interruptgic: read32 [ff84200c] = 1e
00:00:02.54 interruptgic: write32 [ff842010] = 1e
00:00:02.54 interruptgic: read32 [ff84200c] = 1e
00:00:02.55 interruptgic: write32 [ff842010] = 1e
00:00:02.55 interruptgic: read32 [ff84200c] = 1e
00:00:02.56 interruptgic: write32 [ff842010] = 1e
00:00:02.56 interruptgic: read32 [ff84200c] = 1e
00:00:02.57 interruptgic: write32 [ff842010] = 1e
00:00:02.57 interruptgic: read32 [ff84200c] = 1e
00:00:02.58 interruptgic: write32 [ff842010] = 1e
00:00:02.58 interruptgic: read32 [ff84200c] = 1e
00:00:02.59 interruptgic: write32 [ff842010] = 1e
00:00:02.59 interruptgic: read32 [ff84200c] = 1e
00:00:02.60 interruptgic: write32 [ff842010] = 1e
00:00:02.60 interruptgic: read32 [ff84200c] = 1e
00:00:02.61 interruptgic: write32 [ff842010] = 1e
00:00:02.61 interruptgic: read32 [ff84200c] = 1e
00:00:02.62 interruptgic: write32 [ff842010] = 1e
00:00:02.62 interruptgic: read32 [ff84200c] = 1e
00:00:02.63 interruptgic: write32 [ff842010] = 1e
00:00:02.63 interruptgic: read32 [ff84200c] = 1e
00:00:02.64 interruptgic: write32 [ff842010] = 1e
00:00:02.64 interruptgic: read32 [ff84200c] = 1e
00:00:02.65 interruptgic: write32 [ff842010] = 1e
00:00:02.65 xhcimmiospace: read32 [420] = 400002e1
00:00:02.66 xhcimmiospace: read32 [420] = 400002e1
00:00:02.66 xhcimmiospace: write32 [420] = 400002f1
00:00:02.66 interruptgic: read32 [ff84200c] = 1e
00:00:02.67 interruptgic: write32 [ff842010] = 1e
00:00:02.67 interruptgic: read32 [ff84200c] = 1e
00:00:02.68 interruptgic: write32 [ff842010] = 1e
00:00:02.68 interruptgic: read32 [ff84200c] = 1e
00:00:02.69 interruptgic: write32 [ff842010] = 1e
00:00:02.69 interruptgic: read32 [ff84200c] = af
00:00:02.69 xhci: IRQ
00:00:02.69 xhcimmiospace: read32 [24] = 18
00:00:02.69 xhcimmiospace: write32 [24] = 18
00:00:02.69 xhcimmiospace: read32 [220] = 3
00:00:02.69 xhcimmiospace: write32 [220] = 3
00:00:02.69 xhcimmiospace: read32 [420] = 40200e03
00:00:02.69 xhciroot: Port 1 status is 0x40200E03
00:00:02.69 xhcimmiospace: write32 [420] = 40200e01
00:00:02.69 xhcimmiospace: write32 [238] = 6008a8
00:00:02.69 xhcimmiospace: write32 [23c] = 4
00:00:02.69 interruptgic: write32 [ff842010] = af
00:00:02.69 interruptgic: read32 [ff84200c] = 1e
00:00:02.70 interruptgic: write32 [ff842010] = 1e
00:00:02.70 interruptgic: read32 [ff84200c] = 1e
00:00:02.71 interruptgic: write32 [ff842010] = 1e
00:00:02.71 interruptgic: read32 [ff84200c] = 1e
00:00:02.72 interruptgic: write32 [ff842010] = 1e
00:00:02.72 interruptgic: read32 [ff84200c] = 1e
00:00:02.73 interruptgic: write32 [ff842010] = 1e
00:00:02.73 interruptgic: read32 [ff84200c] = 1e
00:00:02.74 interruptgic: write32 [ff842010] = 1e
00:00:02.74 interruptgic: read32 [ff84200c] = 1e
00:00:02.75 interruptgic: write32 [ff842010] = 1e
00:00:02.75 interruptgic: read32 [ff84200c] = 1e
00:00:02.76 interruptgic: write32 [ff842010] = 1e
00:00:02.76 interruptgic: read32 [ff84200c] = 1e
00:00:02.77 interruptgic: write32 [ff842010] = 1e
00:00:02.77 interruptgic: read32 [ff84200c] = 1e
00:00:02.78 interruptgic: write32 [ff842010] = 1e
00:00:02.78 interruptgic: read32 [ff84200c] = 1e
00:00:02.79 interruptgic: write32 [ff842010] = 1e
00:00:02.79 interruptgic: read32 [ff84200c] = 1e
00:00:02.80 interruptgic: write32 [ff842010] = 1e
00:00:02.80 interruptgic: read32 [ff84200c] = 1e
00:00:02.81 interruptgic: write32 [ff842010] = 1e
00:00:02.81 interruptgic: read32 [ff84200c] = 1e
00:00:02.82 interruptgic: write32 [ff842010] = 1e
00:00:02.82 interruptgic: read32 [ff84200c] = 1e
00:00:02.83 interruptgic: write32 [ff842010] = 1e
00:00:02.83 interruptgic: read32 [ff84200c] = 1e
00:00:02.84 interruptgic: write32 [ff842010] = 1e
00:00:02.84 interruptgic: read32 [ff84200c] = 1e
00:00:02.85 interruptgic: write32 [ff842010] = 1e
00:00:02.85 interruptgic: read32 [ff84200c] = 1e
00:00:02.86 interruptgic: write32 [ff842010] = 1e
00:00:02.86 interruptgic: read32 [ff84200c] = 1e
00:00:02.87 interruptgic: write32 [ff842010] = 1e
00:00:02.87 interruptgic: read32 [ff84200c] = 1e
00:00:02.88 interruptgic: write32 [ff842010] = 1e
00:00:02.88 interruptgic: read32 [ff84200c] = 1e
00:00:02.89 interruptgic: write32 [ff842010] = 1e
00:00:02.89 interruptgic: read32 [ff84200c] = 1e
00:00:02.90 interruptgic: write32 [ff842010] = 1e
00:00:02.90 interruptgic: read32 [ff84200c] = 1e
00:00:02.91 interruptgic: write32 [ff842010] = 1e
00:00:02.91 interruptgic: read32 [ff84200c] = 1e
00:00:02.92 interruptgic: write32 [ff842010] = 1e
00:00:02.92 interruptgic: read32 [ff84200c] = 1e
00:00:02.93 interruptgic: write32 [ff842010] = 1e
00:00:02.93 interruptgic: read32 [ff84200c] = 1e
00:00:02.94 interruptgic: write32 [ff842010] = 1e
00:00:02.94 interruptgic: read32 [ff84200c] = 1e
00:00:02.95 interruptgic: write32 [ff842010] = 1e
00:00:02.95 interruptgic: read32 [ff84200c] = 1e
00:00:02.96 interruptgic: write32 [ff842010] = 1e
00:00:02.96 interruptgic: read32 [ff84200c] = 1e
00:00:02.97 interruptgic: write32 [ff842010] = 1e
00:00:02.97 interruptgic: read32 [ff84200c] = 1e
00:00:02.98 interruptgic: write32 [ff842010] = 1e
00:00:02.98 interruptgic: read32 [ff84200c] = 1e
00:00:02.99 interruptgic: write32 [ff842010] = 1e
00:00:02.99 interruptgic: read32 [ff84200c] = 1e
00:00:03.00 interruptgic: write32 [ff842010] = 1e
00:00:03.00 interruptgic: read32 [ff84200c] = 1e
00:00:03.01 interruptgic: write32 [ff842010] = 1e
00:00:03.01 interruptgic: read32 [ff84200c] = 1e
00:00:03.02 interruptgic: write32 [ff842010] = 1e
00:00:03.02 interruptgic: read32 [ff84200c] = 1e
00:00:03.03 interruptgic: write32 [ff842010] = 1e
00:00:03.03 interruptgic: read32 [ff84200c] = 1e
00:00:03.04 interruptgic: write32 [ff842010] = 1e
00:00:03.04 interruptgic: read32 [ff84200c] = 1e
00:00:03.05 interruptgic: write32 [ff842010] = 1e
00:00:03.05 interruptgic: read32 [ff84200c] = 1e
00:00:03.06 interruptgic: write32 [ff842010] = 1e
00:00:03.06 interruptgic: read32 [ff84200c] = 1e
00:00:03.07 interruptgic: write32 [ff842010] = 1e
00:00:03.07 interruptgic: read32 [ff84200c] = 1e
00:00:03.08 interruptgic: write32 [ff842010] = 1e
00:00:03.08 xhcimmiospace: read32 [420] = 40000e03
00:00:03.09 interruptgic: read32 [ff84200c] = 1e
00:00:03.10 interruptgic: write32 [ff842010] = 1e
00:00:03.10 interruptgic: read32 [ff84200c] = 1e
00:00:03.11 interruptgic: write32 [ff842010] = 1e
00:00:03.11 interruptgic: read32 [ff84200c] = 1e
00:00:03.12 interruptgic: write32 [ff842010] = 1e
00:00:03.12 interruptgic: read32 [ff84200c] = 1e
00:00:03.13 interruptgic: write32 [ff842010] = 1e
00:00:03.13 interruptgic: read32 [ff84200c] = 1e
00:00:03.14 interruptgic: write32 [ff842010] = 1e
00:00:03.14 interruptgic: read32 [ff84200c] = 1e
00:00:03.15 interruptgic: write32 [ff842010] = 1e
00:00:03.15 interruptgic: read32 [ff84200c] = 1e
00:00:03.16 interruptgic: write32 [ff842010] = 1e
00:00:03.16 interruptgic: read32 [ff84200c] = 1e
00:00:03.17 interruptgic: write32 [ff842010] = 1e
00:00:03.17 interruptgic: read32 [ff84200c] = 1e
00:00:03.18 interruptgic: write32 [ff842010] = 1e
00:00:03.18 interruptgic: read32 [ff84200c] = 1e
00:00:03.19 interruptgic: write32 [ff842010] = 1e
00:00:03.19 xhcimmiospace: read32 [420] = 40000e03
00:00:03.20 xhcicmd: Execute command 9 (control 0x2400)
00:00:03.20 xhcimmiospace: write32 [100] = 0
00:00:03.20 interruptgic: read32 [ff84200c] = af
00:00:03.20 xhci: IRQ
00:00:03.20 xhcimmiospace: read32 [24] = 8
00:00:03.20 xhcimmiospace: write32 [24] = 8
00:00:03.20 xhcimmiospace: read32 [220] = 3
00:00:03.20 xhcimmiospace: write32 [220] = 3
00:00:03.20 xhcicmd: Command 9 completed with 1 (slot 1)
00:00:03.20 xhcimmiospace: write32 [238] = 6008b8
00:00:03.20 xhcimmiospace: write32 [23c] = 4
00:00:03.20 interruptgic: write32 [ff842010] = af
00:00:03.20 interruptgic: read32 [ff84200c] = 1e
00:00:03.21 interruptgic: write32 [ff842010] = 1e
00:00:03.21 interruptgic: read32 [ff84200c] = 1e
00:00:03.22 interruptgic: write32 [ff842010] = 1e
00:00:03.22 interruptgic: read32 [ff84200c] = 1e
00:00:03.23 interruptgic: write32 [ff842010] = 1e
00:00:03.23 interruptgic: read32 [ff84200c] = 1e
00:00:03.24 interruptgic: write32 [ff842010] = 1e
00:00:03.24 interruptgic: read32 [ff84200c] = 1e
00:00:03.25 interruptgic: write32 [ff842010] = 1e
00:00:03.25 interruptgic: read32 [ff84200c] = 1e
00:00:03.26 interruptgic: write32 [ff842010] = 1e
00:00:03.26 interruptgic: read32 [ff84200c] = 1e
00:00:03.27 interruptgic: write32 [ff842010] = 1e
00:00:03.27 interruptgic: read32 [ff84200c] = 1e
00:00:03.28 interruptgic: write32 [ff842010] = 1e
00:00:03.28 interruptgic: read32 [ff84200c] = 1e
00:00:03.29 interruptgic: write32 [ff842010] = 1e
00:00:03.29 interruptgic: read32 [ff84200c] = 1e
00:00:03.30 interruptgic: write32 [ff842010] = 1e
00:00:03.30 interruptgic: read32 [ff84200c] = 1e
00:00:03.31 interruptgic: write32 [ff842010] = 1e
00:00:03.31 interruptgic: read32 [ff84200c] = 1e
00:00:03.32 interruptgic: write32 [ff842010] = 1e
00:00:03.32 interruptgic: read32 [ff84200c] = 1e
00:00:03.33 interruptgic: write32 [ff842010] = 1e
00:00:03.33 interruptgic: read32 [ff84200c] = 1e
00:00:03.34 interruptgic: write32 [ff842010] = 1e
00:00:03.34 interruptgic: read32 [ff84200c] = 1e
00:00:03.35 interruptgic: write32 [ff842010] = 1e
00:00:03.35 interruptgic: read32 [ff84200c] = 1e
00:00:03.36 interruptgic: write32 [ff842010] = 1e
00:00:03.36 interruptgic: read32 [ff84200c] = 1e
00:00:03.37 interruptgic: write32 [ff842010] = 1e
00:00:03.37 interruptgic: read32 [ff84200c] = 1e
00:00:03.38 interruptgic: write32 [ff842010] = 1e
00:00:03.38 interruptgic: read32 [ff84200c] = 1e
00:00:03.39 interruptgic: write32 [ff842010] = 1e
00:00:03.39 interruptgic: read32 [ff84200c] = 1e
00:00:03.40 interruptgic: write32 [ff842010] = 1e
00:00:03.40 interruptgic: read32 [ff84200c] = 1e
00:00:03.41 interruptgic: write32 [ff842010] = 1e
00:00:03.41 interruptgic: read32 [ff84200c] = 1e
00:00:03.42 interruptgic: write32 [ff842010] = 1e
00:00:03.42 interruptgic: read32 [ff84200c] = 1e
00:00:03.43 interruptgic: write32 [ff842010] = 1e
00:00:03.43 interruptgic: read32 [ff84200c] = 1e
00:00:03.44 interruptgic: write32 [ff842010] = 1e
00:00:03.44 interruptgic: read32 [ff84200c] = 1e
00:00:03.45 interruptgic: write32 [ff842010] = 1e
00:00:03.45 interruptgic: read32 [ff84200c] = 1e
00:00:03.46 interruptgic: write32 [ff842010] = 1e
00:00:03.46 interruptgic: read32 [ff84200c] = 1e
00:00:03.47 interruptgic: write32 [ff842010] = 1e
00:00:03.47 interruptgic: read32 [ff84200c] = 1e
00:00:03.48 interruptgic: write32 [ff842010] = 1e
00:00:03.48 interruptgic: read32 [ff84200c] = 1e
00:00:03.49 interruptgic: write32 [ff842010] = 1e
00:00:03.49 interruptgic: read32 [ff84200c] = 1e
00:00:03.50 interruptgic: write32 [ff842010] = 1e
00:00:03.50 interruptgic: read32 [ff84200c] = 1e
00:00:03.51 interruptgic: write32 [ff842010] = 1e
00:00:03.51 interruptgic: read32 [ff84200c] = 1e
00:00:03.52 interruptgic: write32 [ff842010] = 1e
00:00:03.52 xhcicmd: Execute command 11 (control 0x1002C00)
00:00:03.53 xhcimmiospace: write32 [100] = 0
00:00:03.53 interruptgic: read32 [ff84200c] = af
00:00:03.53 xhci: IRQ
00:00:03.53 xhcimmiospace: read32 [24] = 8
00:00:03.53 xhcimmiospace: write32 [24] = 8
00:00:03.53 xhcimmiospace: read32 [220] = 3
00:00:03.53 xhcimmiospace: write32 [220] = 3
00:00:03.53 xhcicmd: Command 11 completed with 1 (slot 1)
00:00:03.53 xhcimmiospace: write32 [238] = 6008c8
00:00:03.53 xhcimmiospace: write32 [23c] = 4
00:00:03.53 interruptgic: write32 [ff842010] = af
00:00:03.53 interruptgic: read32 [ff84200c] = 1e
00:00:03.54 interruptgic: write32 [ff842010] = 1e
00:00:03.54 interruptgic: read32 [ff84200c] = 1e
00:00:03.55 interruptgic: write32 [ff842010] = 1e
00:00:03.55 interruptgic: read32 [ff84200c] = 1e
00:00:03.56 interruptgic: write32 [ff842010] = 1e
00:00:03.56 interruptgic: read32 [ff84200c] = 1e
00:00:03.57 interruptgic: write32 [ff842010] = 1e
00:00:03.57 interruptgic: read32 [ff84200c] = 1e
00:00:03.58 interruptgic: write32 [ff842010] = 1e
00:00:03.58 interruptgic: read32 [ff84200c] = 1e
00:00:03.59 interruptgic: write32 [ff842010] = 1e
00:00:03.59 interruptgic: read32 [ff84200c] = 1e
00:00:03.60 interruptgic: write32 [ff842010] = 1e
00:00:03.60 interruptgic: read32 [ff84200c] = 1e
00:00:03.61 interruptgic: write32 [ff842010] = 1e
00:00:03.61 interruptgic: read32 [ff84200c] = 1e
00:00:03.62 interruptgic: write32 [ff842010] = 1e
00:00:03.62 interruptgic: read32 [ff84200c] = 1e
00:00:03.63 interruptgic: write32 [ff842010] = 1e
00:00:03.63 interruptgic: read32 [ff84200c] = 1e
00:00:03.64 interruptgic: write32 [ff842010] = 1e
00:00:03.64 interruptgic: read32 [ff84200c] = 1e
00:00:03.65 interruptgic: write32 [ff842010] = 1e
00:00:03.65 interruptgic: read32 [ff84200c] = 1e
00:00:03.66 interruptgic: write32 [ff842010] = 1e
00:00:03.66 interruptgic: read32 [ff84200c] = 1e
00:00:03.67 interruptgic: write32 [ff842010] = 1e
00:00:03.67 interruptgic: read32 [ff84200c] = 1e
00:00:03.68 interruptgic: write32 [ff842010] = 1e
00:00:03.68 interruptgic: read32 [ff84200c] = 1e
00:00:03.69 interruptgic: write32 [ff842010] = 1e
00:00:03.69 interruptgic: read32 [ff84200c] = 1e
00:00:03.70 interruptgic: write32 [ff842010] = 1e
00:00:03.70 interruptgic: read32 [ff84200c] = 1e
00:00:03.71 interruptgic: write32 [ff842010] = 1e
00:00:03.71 interruptgic: read32 [ff84200c] = 1e
00:00:03.72 interruptgic: write32 [ff842010] = 1e
00:00:03.72 interruptgic: read32 [ff84200c] = 1e
00:00:03.73 interruptgic: write32 [ff842010] = 1e
00:00:03.73 interruptgic: read32 [ff84200c] = 1e
00:00:03.74 interruptgic: write32 [ff842010] = 1e
00:00:03.74 interruptgic: read32 [ff84200c] = 1e
00:00:03.75 interruptgic: write32 [ff842010] = 1e
00:00:03.75 interruptgic: read32 [ff84200c] = 1e
00:00:03.76 interruptgic: write32 [ff842010] = 1e
00:00:03.76 interruptgic: read32 [ff84200c] = 1e
00:00:03.77 interruptgic: write32 [ff842010] = 1e
00:00:03.77 interruptgic: read32 [ff84200c] = 1e
00:00:03.78 interruptgic: write32 [ff842010] = 1e
00:00:03.78 interruptgic: read32 [ff84200c] = 1e
00:00:03.79 interruptgic: write32 [ff842010] = 1e
00:00:03.79 interruptgic: read32 [ff84200c] = 1e
00:00:03.80 interruptgic: write32 [ff842010] = 1e
00:00:03.80 interruptgic: read32 [ff84200c] = 1e
00:00:03.81 interruptgic: write32 [ff842010] = 1e
00:00:03.81 interruptgic: read32 [ff84200c] = 1e
00:00:03.82 interruptgic: write32 [ff842010] = 1e
00:00:03.82 interruptgic: read32 [ff84200c] = 1e
00:00:03.83 interruptgic: write32 [ff842010] = 1e
00:00:03.83 interruptgic: read32 [ff84200c] = 1e
00:00:03.84 interruptgic: write32 [ff842010] = 1e
00:00:03.84 interruptgic: read32 [ff84200c] = 1e
00:00:03.85 interruptgic: write32 [ff842010] = 1e
00:00:03.85 interruptgic: read32 [ff84200c] = 1e
00:00:03.86 interruptgic: write32 [ff842010] = 1e
00:00:03.86 interruptgic: read32 [ff84200c] = 1e
00:00:03.87 interruptgic: write32 [ff842010] = 1e
00:00:03.87 interruptgic: read32 [ff84200c] = 1e
00:00:03.88 interruptgic: write32 [ff842010] = 1e
00:00:03.88 interruptgic: read32 [ff84200c] = 1e
00:00:03.89 interruptgic: write32 [ff842010] = 1e
00:00:03.89 interruptgic: read32 [ff84200c] = 1e
00:00:03.90 interruptgic: write32 [ff842010] = 1e
00:00:03.90 xhcimmiospace: write32 [104] = 1
00:00:03.91 interruptgic: read32 [ff84200c] = af
00:00:03.91 xhci: IRQ
00:00:03.91 xhcimmiospace: read32 [24] = 8
00:00:03.91 xhcimmiospace: write32 [24] = 8
00:00:03.91 xhcimmiospace: read32 [220] = 3
00:00:03.91 xhcimmiospace: write32 [220] = 3
00:00:03.91 xhciep: Transfer event on endpoint 1 (completion 1, length 0)
00:00:03.91 xhcimmiospace: write32 [238] = 6008d8
00:00:03.91 xhcimmiospace: write32 [23c] = 4
00:00:03.91 interruptgic: write32 [ff842010] = af
00:00:03.91 interruptgic: read32 [ff84200c] = 1e
00:00:03.92 interruptgic: write32 [ff842010] = 1e
00:00:03.92 interruptgic: read32 [ff84200c] = 1e
00:00:03.93 interruptgic: write32 [ff842010] = 1e
00:00:03.93 interruptgic: read32 [ff84200c] = 1e
00:00:03.94 interruptgic: write32 [ff842010] = 1e
00:00:03.94 interruptgic: read32 [ff84200c] = 1e
00:00:03.95 interruptgic: write32 [ff842010] = 1e
00:00:03.95 interruptgic: read32 [ff84200c] = 1e
00:00:03.96 interruptgic: write32 [ff842010] = 1e
00:00:03.96 interruptgic: read32 [ff84200c] = 1e
00:00:03.97 interruptgic: write32 [ff842010] = 1e
00:00:03.97 interruptgic: read32 [ff84200c] = 1e
00:00:03.98 interruptgic: write32 [ff842010] = 1e
00:00:03.98 interruptgic: read32 [ff84200c] = 1e
00:00:03.99 interruptgic: write32 [ff842010] = 1e
00:00:03.99 interruptgic: read32 [ff84200c] = 1e
00:00:04.00 interruptgic: write32 [ff842010] = 1e
00:00:04.00 interruptgic: read32 [ff84200c] = 1e
00:00:04.01 interruptgic: write32 [ff842010] = 1e
00:00:04.01 interruptgic: read32 [ff84200c] = 1e
00:00:04.02 interruptgic: write32 [ff842010] = 1e
00:00:04.02 interruptgic: read32 [ff84200c] = 1e
00:00:04.03 interruptgic: write32 [ff842010] = 1e
00:00:04.03 interruptgic: read32 [ff84200c] = 1e
00:00:04.04 interruptgic: write32 [ff842010] = 1e
00:00:04.04 interruptgic: read32 [ff84200c] = 1e
00:00:04.05 interruptgic: write32 [ff842010] = 1e
00:00:04.05 interruptgic: read32 [ff84200c] = 1e
00:00:04.06 interruptgic: write32 [ff842010] = 1e
00:00:04.06 interruptgic: read32 [ff84200c] = 1e
00:00:04.07 interruptgic: write32 [ff842010] = 1e
00:00:04.07 interruptgic: read32 [ff84200c] = 1e
00:00:04.08 interruptgic: write32 [ff842010] = 1e
00:00:04.08 interruptgic: read32 [ff84200c] = 1e
00:00:04.09 interruptgic: write32 [ff842010] = 1e
00:00:04.09 interruptgic: read32 [ff84200c] = 1e
00:00:04.10 interruptgic: write32 [ff842010] = 1e
00:00:04.10 interruptgic: read32 [ff84200c] = 1e
00:00:04.11 interruptgic: write32 [ff842010] = 1e
00:00:04.11 interruptgic: read32 [ff84200c] = 1e
00:00:04.12 interruptgic: write32 [ff842010] = 1e
00:00:04.12 interruptgic: read32 [ff84200c] = 1e
00:00:04.13 interruptgic: write32 [ff842010] = 1e
